road_id,hour,speed,congestion_status
Levent-Buyukdere,10,28,HEAVY
Tem-Seyrantepe,13,83,NORMAL
Minibus-Yolu,9,6,LOCKED
Bagdat-Caddesi,20,22,HEAVY
Basin-Ekspres,20,35,NORMAL
Sahil-Kennedy,13,25,HEAVY
Tem-Kavacik,12,37,HEAVY
Sahil-Kennedy,2,93,NORMAL
Minibus-Yolu,6,70,NORMAL
Haliç-Bridge,7,20,HEAVY
Basin-Ekspres,7,30,HEAVY
Bagdat-Caddesi,3,101,NORMAL
Bagdat-Caddesi,14,75,NORMAL
Basin-Ekspres,15,105,NORMAL
Bagdat-Caddesi,0,98,NORMAL
E5-Bridge,11,120,NORMAL
Tem-Kavacik,18,11,HEAVY
Basin-Ekspres,16,87,NORMAL
Levent-Buyukdere,0,75,NORMAL
Minibus-Yolu,0,35,HEAVY
Tem-Kavacik,15,105,NORMAL
Bagdat-Caddesi,12,106,NORMAL
Kadikoy-Center,10,30,LOCKED
Tem-Seyrantepe,3,104,NORMAL
E5-Beylikduzu,19,17,HEAVY
Sahil-Kennedy,19,12,HEAVY
Haliç-Bridge,7,23,HEAVY
Minibus-Yolu,4,118,NORMAL
Tem-Seyrantepe,23,73,NORMAL
Levent-Buyukdere,6,101,NORMAL
Bagdat-Caddesi,8,8,HEAVY
Tem-Kavacik,2,96,NORMAL
Tem-Kavacik,23,85,NORMAL
E5-Bridge,8,30,HEAVY
Tem-Seyrantepe,3,21,HEAVY
Sahil-Kennedy,4,20,HEAVY
E5-Bridge,4,90,NORMAL
Basin-Ekspres,9,21,HEAVY
Levent-Buyukdere,14,82,NORMAL
Levent-Buyukdere,9,9,LOCKED
Tem-Seyrantepe,10,26,LOCKED
Bagdat-Caddesi,11,110,NORMAL
Tem-Kavacik,16,100,NORMAL
E5-Beylikduzu,23,104,NORMAL
E5-Bridge,13,120,NORMAL
Kadikoy-Center,17,41,NORMAL
E5-Bridge,7,17,LOCKED
Kadikoy-Center,3,109,NORMAL
Haliç-Bridge,17,29,HEAVY
Haliç-Bridge,14,96,NORMAL
Levent-Buyukdere,17,24,LOCKED
Minibus-Yolu,19,28,HEAVY
Kadikoy-Center,0,118,NORMAL
Minibus-Yolu,14,102,NORMAL
Tem-Seyrantepe,4,86,NORMAL
Tem-Seyrantepe,11,76,NORMAL
E5-Beylikduzu,9,46,NORMAL
Sahil-Kennedy,22,118,NORMAL
Kadikoy-Center,22,82,NORMAL
Basin-Ekspres,19,23,LOCKED
Tem-Kavacik,7,30,LOCKED
Bagdat-Caddesi,2,88,NORMAL
E5-Beylikduzu,22,93,NORMAL
Tem-Seyrantepe,6,105,NORMAL
Levent-Buyukdere,19,20,LOCKED
Tem-Seyrantepe,6,102,NORMAL
E5-Bridge,22,27,HEAVY
Minibus-Yolu,15,117,NORMAL
Minibus-Yolu,21,93,NORMAL
E5-Beylikduzu,18,25,LOCKED
E5-Bridge,4,37,HEAVY
Kadikoy-Center,20,7,LOCKED
Besiktas-Coast,2,78,NORMAL
Tem-Kavacik,18,23,LOCKED
Kadikoy-Center,9,25,HEAVY
Besiktas-Coast,10,15,HEAVY
Tem-Kavacik,9,10,HEAVY
Kadikoy-Center,5,75,NORMAL
Bagdat-Caddesi,3,85,NORMAL
Sahil-Kennedy,6,86,NORMAL
Tem-Kavacik,17,23,HEAVY
Levent-Buyukdere,19,21,HEAVY
Minibus-Yolu,10,14,HEAVY
Tem-Kavacik,13,109,NORMAL
E5-Beylikduzu,5,80,NORMAL
Levent-Buyukdere,12,93,NORMAL
Levent-Buyukdere,14,91,NORMAL
E5-Beylikduzu,0,109,NORMAL
Haliç-Bridge,16,97,NORMAL
Tem-Kavacik,7,17,LOCKED
E5-Beylikduzu,3,96,NORMAL
Kadikoy-Center,2,113,NORMAL
E5-Bridge,8,19,LOCKED
Minibus-Yolu,8,35,NORMAL
Minibus-Yolu,18,27,HEAVY
E5-Bridge,22,82,NORMAL
Tem-Seyrantepe,16,114,NORMAL
Bagdat-Caddesi,16,111,NORMAL
Basin-Ekspres,2,112,NORMAL
Minibus-Yolu,6,105,NORMAL
Kadikoy-Center,8,7,HEAVY
Kadikoy-Center,13,73,NORMAL
Besiktas-Coast,16,115,NORMAL
Besiktas-Coast,8,19,LOCKED
Basin-Ekspres,15,107,NORMAL
Basin-Ekspres,4,111,NORMAL
Basin-Ekspres,23,70,NORMAL
Minibus-Yolu,18,33,NORMAL
Besiktas-Coast,12,95,NORMAL
E5-Beylikduzu,17,19,LOCKED
Levent-Buyukdere,6,108,NORMAL
Tem-Seyrantepe,4,88,NORMAL
Basin-Ekspres,17,8,LOCKED
Minibus-Yolu,12,101,NORMAL
Levent-Buyukdere,23,16,HEAVY
Besiktas-Coast,18,18,HEAVY
Tem-Kavacik,1,84,NORMAL
Bagdat-Caddesi,16,79,NORMAL
Haliç-Bridge,7,11,HEAVY
Bagdat-Caddesi,13,78,NORMAL
Sahil-Kennedy,6,114,NORMAL
Haliç-Bridge,16,118,NORMAL
E5-Beylikduzu,7,18,HEAVY
Besiktas-Coast,22,70,NORMAL
Haliç-Bridge,8,34,NORMAL
Levent-Buyukdere,21,93,NORMAL
Basin-Ekspres,18,36,NORMAL
Kadikoy-Center,23,70,NORMAL
Levent-Buyukdere,11,87,NORMAL
E5-Bridge,18,6,HEAVY
Minibus-Yolu,16,70,NORMAL
Minibus-Yolu,14,117,NORMAL
Kadikoy-Center,21,71,NORMAL
E5-Beylikduzu,6,96,NORMAL
Minibus-Yolu,3,97,NORMAL
Minibus-Yolu,0,28,HEAVY
Bagdat-Caddesi,8,12,LOCKED
Basin-Ekspres,11,22,HEAVY
Sahil-Kennedy,20,52,NORMAL
Levent-Buyukdere,20,10,LOCKED
Basin-Ekspres,1,87,NORMAL
Basin-Ekspres,7,21,LOCKED
Kadikoy-Center,1,71,NORMAL
Tem-Seyrantepe,15,91,NORMAL
Sahil-Kennedy,17,56,NORMAL
Levent-Buyukdere,7,17,HEAVY
Bagdat-Caddesi,18,24,LOCKED
E5-Beylikduzu,17,46,NORMAL
Bagdat-Caddesi,17,23,HEAVY
Minibus-Yolu,11,74,NORMAL
E5-Beylikduzu,6,97,NORMAL
Kadikoy-Center,21,87,NORMAL
Kadikoy-Center,1,97,NORMAL
Besiktas-Coast,10,22,HEAVY
Bagdat-Caddesi,14,75,NORMAL
Kadikoy-Center,12,81,NORMAL
E5-Bridge,17,19,LOCKED
Basin-Ekspres,13,71,NORMAL
Tem-Seyrantepe,0,98,NORMAL
E5-Bridge,6,80,NORMAL
Tem-Kavacik,14,13,HEAVY
Kadikoy-Center,16,113,NORMAL
Tem-Seyrantepe,18,13,HEAVY
E5-Beylikduzu,10,43,NORMAL
Haliç-Bridge,14,77,NORMAL
Tem-Kavacik,14,110,NORMAL
E5-Bridge,6,116,NORMAL
Besiktas-Coast,18,14,LOCKED
Haliç-Bridge,0,86,NORMAL
Besiktas-Coast,20,7,LOCKED
Tem-Kavacik,20,30,LOCKED
Kadikoy-Center,2,120,NORMAL
Kadikoy-Center,11,97,NORMAL
E5-Bridge,20,56,NORMAL
Minibus-Yolu,11,102,NORMAL
Sahil-Kennedy,21,75,NORMAL
E5-Beylikduzu,0,33,HEAVY
Haliç-Bridge,2,81,NORMAL
Sahil-Kennedy,10,5,HEAVY
Minibus-Yolu,9,26,LOCKED
Levent-Buyukdere,22,26,HEAVY
Tem-Kavacik,1,83,NORMAL
Levent-Buyukdere,10,22,HEAVY
Haliç-Bridge,9,12,LOCKED
Besiktas-Coast,4,114,NORMAL
Sahil-Kennedy,19,21,HEAVY
Kadikoy-Center,19,17,LOCKED
Bagdat-Caddesi,9,57,NORMAL
E5-Bridge,10,45,NORMAL
Minibus-Yolu,12,77,NORMAL
Haliç-Bridge,18,31,NORMAL
Kadikoy-Center,19,19,LOCKED
Sahil-Kennedy,1,100,NORMAL
Sahil-Kennedy,19,20,LOCKED
Tem-Kavacik,20,16,HEAVY
Tem-Kavacik,3,75,NORMAL
Besiktas-Coast,19,17,HEAVY
Besiktas-Coast,8,30,HEAVY
E5-Bridge,13,92,NORMAL
Basin-Ekspres,0,30,HEAVY
Haliç-Bridge,6,88,NORMAL
Haliç-Bridge,11,111,NORMAL
Minibus-Yolu,16,109,NORMAL
Basin-Ekspres,10,5,LOCKED
Sahil-Kennedy,8,22,HEAVY
Tem-Seyrantepe,0,74,NORMAL
Sahil-Kennedy,11,80,NORMAL
E5-Bridge,19,15,HEAVY
Haliç-Bridge,23,78,NORMAL
Tem-Kavacik,8,8,HEAVY
Minibus-Yolu,13,118,NORMAL
Sahil-Kennedy,6,18,HEAVY
Tem-Seyrantepe,12,83,NORMAL
Haliç-Bridge,3,94,NORMAL
Levent-Buyukdere,8,19,LOCKED
Haliç-Bridge,17,6,LOCKED
Haliç-Bridge,2,99,NORMAL
Tem-Seyrantepe,6,93,NORMAL
E5-Beylikduzu,16,11,HEAVY
Bagdat-Caddesi,13,115,NORMAL
Haliç-Bridge,13,112,NORMAL
E5-Bridge,21,16,HEAVY
E5-Beylikduzu,0,87,NORMAL
Bagdat-Caddesi,21,77,NORMAL
Tem-Seyrantepe,23,11,HEAVY
Tem-Kavacik,18,45,NORMAL
E5-Beylikduzu,17,5,HEAVY
Tem-Seyrantepe,12,72,NORMAL
Kadikoy-Center,19,45,NORMAL
Haliç-Bridge,19,60,NORMAL
E5-Beylikduzu,8,58,NORMAL
Besiktas-Coast,13,99,NORMAL
Bagdat-Caddesi,3,84,NORMAL
Bagdat-Caddesi,12,79,NORMAL
Haliç-Bridge,6,112,NORMAL
Tem-Kavacik,2,71,NORMAL
Kadikoy-Center,21,91,NORMAL
Bagdat-Caddesi,5,74,NORMAL
Minibus-Yolu,21,86,NORMAL
E5-Beylikduzu,9,5,LOCKED
Tem-Kavacik,3,116,NORMAL
Tem-Seyrantepe,9,51,NORMAL
Minibus-Yolu,15,98,NORMAL
Bagdat-Caddesi,14,86,NORMAL
Besiktas-Coast,18,40,NORMAL
Bagdat-Caddesi,20,35,NORMAL
Sahil-Kennedy,15,80,NORMAL
E5-Beylikduzu,5,104,NORMAL
Tem-Seyrantepe,15,70,NORMAL
Haliç-Bridge,20,58,NORMAL
Haliç-Bridge,11,96,NORMAL
Kadikoy-Center,22,75,NORMAL
Kadikoy-Center,4,113,NORMAL
Besiktas-Coast,4,104,NORMAL
Haliç-Bridge,18,6,HEAVY
Levent-Buyukdere,2,71,NORMAL
Levent-Buyukdere,8,42,NORMAL
Tem-Kavacik,19,51,NORMAL
Basin-Ekspres,15,81,NORMAL
Besiktas-Coast,6,113,NORMAL
Tem-Kavacik,17,19,HEAVY
Sahil-Kennedy,3,111,NORMAL
E5-Beylikduzu,6,90,NORMAL
Basin-Ekspres,19,12,LOCKED
Basin-Ekspres,12,88,NORMAL
Haliç-Bridge,1,76,NORMAL
Bagdat-Caddesi,13,82,NORMAL
Haliç-Bridge,0,87,NORMAL
E5-Bridge,21,113,NORMAL
Bagdat-Caddesi,21,83,NORMAL
Levent-Buyukdere,4,96,NORMAL
Tem-Seyrantepe,7,10,HEAVY
E5-Beylikduzu,19,12,LOCKED
Haliç-Bridge,6,108,NORMAL
Haliç-Bridge,3,71,NORMAL
E5-Bridge,11,87,NORMAL
Basin-Ekspres,21,101,NORMAL
Haliç-Bridge,2,91,NORMAL
Kadikoy-Center,18,12,LOCKED
Tem-Kavacik,10,10,LOCKED
Besiktas-Coast,13,70,NORMAL
Kadikoy-Center,1,90,NORMAL
E5-Beylikduzu,17,6,LOCKED
Haliç-Bridge,0,72,NORMAL
Kadikoy-Center,7,52,NORMAL
Sahil-Kennedy,17,26,HEAVY
E5-Bridge,1,93,NORMAL
Haliç-Bridge,17,48,NORMAL
Levent-Buyukdere,12,77,NORMAL
Besiktas-Coast,1,85,NORMAL
Basin-Ekspres,18,37,NORMAL
Tem-Kavacik,11,106,NORMAL
Sahil-Kennedy,13,84,NORMAL
Kadikoy-Center,20,39,NORMAL
Sahil-Kennedy,15,80,NORMAL
E5-Beylikduzu,21,112,NORMAL
E5-Bridge,14,75,NORMAL
E5-Bridge,3,97,NORMAL
Tem-Seyrantepe,17,46,NORMAL
Minibus-Yolu,2,99,NORMAL
Haliç-Bridge,8,20,LOCKED
E5-Beylikduzu,9,20,LOCKED
Levent-Buyukdere,18,23,LOCKED
Tem-Kavacik,10,22,LOCKED
Kadikoy-Center,8,17,HEAVY
Basin-Ekspres,18,26,HEAVY
Haliç-Bridge,5,112,NORMAL
E5-Beylikduzu,23,90,NORMAL
Levent-Buyukdere,8,10,HEAVY
Tem-Seyrantepe,20,8,HEAVY
Tem-Seyrantepe,23,10,HEAVY
Basin-Ekspres,6,70,NORMAL
E5-Bridge,22,27,HEAVY
Kadikoy-Center,12,114,NORMAL
Besiktas-Coast,6,118,NORMAL
Besiktas-Coast,18,6,HEAVY
Sahil-Kennedy,8,27,LOCKED
Sahil-Kennedy,22,78,NORMAL
Minibus-Yolu,1,98,NORMAL
Sahil-Kennedy,21,112,NORMAL
Minibus-Yolu,9,55,NORMAL
Haliç-Bridge,12,77,NORMAL
E5-Bridge,15,118,NORMAL
Basin-Ekspres,11,114,NORMAL
Kadikoy-Center,18,51,NORMAL
Kadikoy-Center,11,112,NORMAL
Bagdat-Caddesi,19,30,LOCKED
Basin-Ekspres,5,84,NORMAL
Bagdat-Caddesi,19,10,LOCKED
Levent-Buyukdere,10,50,NORMAL
Tem-Kavacik,19,30,NORMAL
Besiktas-Coast,8,55,NORMAL
Bagdat-Caddesi,13,87,NORMAL
E5-Bridge,8,10,HEAVY
Minibus-Yolu,10,10,LOCKED
E5-Beylikduzu,7,13,LOCKED
Basin-Ekspres,1,119,NORMAL
Levent-Buyukdere,6,81,NORMAL
Besiktas-Coast,16,86,NORMAL
Minibus-Yolu,22,110,NORMAL
Levent-Buyukdere,17,21,LOCKED
Minibus-Yolu,6,73,NORMAL
Sahil-Kennedy,12,77,NORMAL
Tem-Kavacik,6,70,NORMAL
E5-Bridge,11,83,NORMAL
Minibus-Yolu,6,78,NORMAL
E5-Beylikduzu,9,5,HEAVY
E5-Bridge,22,85,NORMAL
Sahil-Kennedy,10,53,NORMAL
E5-Bridge,0,80,NORMAL
Basin-Ekspres,3,98,NORMAL
Tem-Seyrantepe,1,81,NORMAL
Kadikoy-Center,7,44,NORMAL
E5-Bridge,14,85,NORMAL
E5-Bridge,5,93,NORMAL
Tem-Seyrantepe,5,117,NORMAL
Tem-Seyrantepe,9,7,HEAVY
Kadikoy-Center,0,87,NORMAL
Basin-Ekspres,6,108,NORMAL
Minibus-Yolu,23,97,NORMAL
Basin-Ekspres,13,79,NORMAL
Levent-Buyukdere,20,14,LOCKED
Kadikoy-Center,18,54,NORMAL
Besiktas-Coast,0,108,NORMAL
Kadikoy-Center,17,14,LOCKED
Besiktas-Coast,12,70,NORMAL
Levent-Buyukdere,18,58,NORMAL
Sahil-Kennedy,13,114,NORMAL
E5-Bridge,2,81,NORMAL
Bagdat-Caddesi,1,96,NORMAL
E5-Bridge,3,80,NORMAL
Bagdat-Caddesi,3,111,NORMAL
Levent-Buyukdere,5,108,NORMAL
Levent-Buyukdere,18,14,LOCKED
Tem-Kavacik,18,30,NORMAL
Haliç-Bridge,7,30,LOCKED
Levent-Buyukdere,16,93,NORMAL
E5-Bridge,22,100,NORMAL
E5-Beylikduzu,14,74,NORMAL
Sahil-Kennedy,17,8,HEAVY
Kadikoy-Center,9,8,LOCKED
E5-Bridge,19,22,LOCKED
Basin-Ekspres,13,109,NORMAL
Levent-Buyukdere,17,10,LOCKED
Bagdat-Caddesi,6,117,NORMAL
Basin-Ekspres,20,53,NORMAL
Minibus-Yolu,9,11,LOCKED
E5-Bridge,6,111,NORMAL
E5-Beylikduzu,1,78,NORMAL
Besiktas-Coast,20,24,LOCKED
Tem-Kavacik,19,25,HEAVY
Basin-Ekspres,23,72,NORMAL
Minibus-Yolu,22,107,NORMAL
E5-Beylikduzu,9,42,NORMAL
Basin-Ekspres,15,71,NORMAL
Besiktas-Coast,4,105,NORMAL
Sahil-Kennedy,14,103,NORMAL
Haliç-Bridge,1,118,NORMAL
Besiktas-Coast,16,73,NORMAL
E5-Beylikduzu,2,108,NORMAL
E5-Beylikduzu,19,17,LOCKED
Minibus-Yolu,22,78,NORMAL
Tem-Kavacik,21,99,NORMAL
Haliç-Bridge,4,33,HEAVY
Levent-Buyukdere,11,103,NORMAL
Kadikoy-Center,20,53,NORMAL
Levent-Buyukdere,11,81,NORMAL
Kadikoy-Center,18,28,HEAVY
Kadikoy-Center,1,119,NORMAL
Minibus-Yolu,4,111,NORMAL
Kadikoy-Center,21,102,NORMAL
Minibus-Yolu,16,39,HEAVY
Sahil-Kennedy,15,108,NORMAL
Tem-Kavacik,6,87,NORMAL
Levent-Buyukdere,10,19,HEAVY
Besiktas-Coast,23,82,NORMAL
Kadikoy-Center,4,13,HEAVY
Sahil-Kennedy,9,7,LOCKED
Tem-Kavacik,11,87,NORMAL
E5-Beylikduzu,15,114,NORMAL
Sahil-Kennedy,16,116,NORMAL
Kadikoy-Center,8,27,LOCKED
Sahil-Kennedy,13,94,NORMAL
Besiktas-Coast,1,91,NORMAL
Basin-Ekspres,11,115,NORMAL
Tem-Seyrantepe,19,15,HEAVY
Sahil-Kennedy,10,23,HEAVY
Minibus-Yolu,22,97,NORMAL
Minibus-Yolu,10,8,LOCKED
Besiktas-Coast,8,24,LOCKED
Tem-Kavacik,23,83,NORMAL
E5-Bridge,6,87,NORMAL
Basin-Ekspres,8,9,HEAVY
Basin-Ekspres,6,103,NORMAL
Tem-Seyrantepe,16,22,HEAVY
Besiktas-Coast,5,74,NORMAL
Tem-Kavacik,8,47,NORMAL
Tem-Seyrantepe,17,6,HEAVY
Kadikoy-Center,0,109,NORMAL
Tem-Seyrantepe,4,97,NORMAL
Levent-Buyukdere,14,80,NORMAL
Minibus-Yolu,1,76,NORMAL
E5-Beylikduzu,19,27,LOCKED
Bagdat-Caddesi,16,119,NORMAL
Sahil-Kennedy,2,83,NORMAL
E5-Bridge,0,80,NORMAL
E5-Bridge,6,108,NORMAL
Levent-Buyukdere,9,23,LOCKED
Tem-Kavacik,14,102,NORMAL
E5-Bridge,4,113,NORMAL
E5-Beylikduzu,1,78,NORMAL
Sahil-Kennedy,7,6,LOCKED
E5-Beylikduzu,14,70,NORMAL
Haliç-Bridge,3,118,NORMAL
Tem-Kavacik,9,6,HEAVY
Besiktas-Coast,5,79,NORMAL
E5-Beylikduzu,6,11,HEAVY
E5-Beylikduzu,17,11,LOCKED
Sahil-Kennedy,0,110,NORMAL
Tem-Seyrantepe,0,73,NORMAL
Kadikoy-Center,22,81,NORMAL
Tem-Seyrantepe,18,22,HEAVY
Basin-Ekspres,9,9,HEAVY
Besiktas-Coast,3,105,NORMAL
Minibus-Yolu,21,113,NORMAL
Tem-Seyrantepe,17,40,NORMAL
Bagdat-Caddesi,5,76,NORMAL
E5-Beylikduzu,17,9,LOCKED
Basin-Ekspres,23,89,NORMAL
Minibus-Yolu,22,34,HEAVY
Levent-Buyukdere,9,7,HEAVY
Kadikoy-Center,3,94,NORMAL
Kadikoy-Center,23,105,NORMAL
Minibus-Yolu,3,37,HEAVY
Tem-Seyrantepe,14,99,NORMAL
E5-Beylikduzu,12,70,NORMAL
Bagdat-Caddesi,17,22,HEAVY
Tem-Kavacik,20,29,HEAVY
Levent-Buyukdere,7,47,NORMAL
E5-Beylikduzu,11,107,NORMAL
Basin-Ekspres,10,30,LOCKED
Haliç-Bridge,0,71,NORMAL
Sahil-Kennedy,18,28,HEAVY
Sahil-Kennedy,16,88,NORMAL
Levent-Buyukdere,9,7,HEAVY
E5-Beylikduzu,1,100,NORMAL
Levent-Buyukdere,21,93,NORMAL
Sahil-Kennedy,3,99,NORMAL
Kadikoy-Center,3,116,NORMAL
Sahil-Kennedy,12,91,NORMAL
E5-Bridge,9,34,NORMAL
Bagdat-Caddesi,22,95,NORMAL
Bagdat-Caddesi,8,24,HEAVY
Kadikoy-Center,0,92,NORMAL
Kadikoy-Center,9,42,NORMAL
Kadikoy-Center,6,103,NORMAL
Tem-Kavacik,10,7,HEAVY
Haliç-Bridge,22,111,NORMAL
Haliç-Bridge,18,27,HEAVY
Tem-Kavacik,14,89,NORMAL
Kadikoy-Center,1,111,NORMAL
Kadikoy-Center,22,80,NORMAL
E5-Bridge,21,114,NORMAL
Levent-Buyukdere,16,24,HEAVY
Bagdat-Caddesi,16,104,NORMAL
Sahil-Kennedy,19,18,LOCKED
Bagdat-Caddesi,12,102,NORMAL
Bagdat-Caddesi,8,22,LOCKED
Basin-Ekspres,17,37,NORMAL
Levent-Buyukdere,12,110,NORMAL
Minibus-Yolu,8,40,NORMAL
Besiktas-Coast,4,101,NORMAL
Tem-Kavacik,19,43,NORMAL
Haliç-Bridge,20,12,LOCKED
E5-Bridge,4,75,NORMAL
Besiktas-Coast,17,15,LOCKED
Basin-Ekspres,10,45,NORMAL
Basin-Ekspres,9,47,NORMAL
E5-Beylikduzu,6,78,NORMAL
Sahil-Kennedy,21,116,NORMAL
Tem-Kavacik,20,17,LOCKED
Bagdat-Caddesi,5,92,NORMAL
Tem-Seyrantepe,12,88,NORMAL
Levent-Buyukdere,4,102,NORMAL
Tem-Kavacik,7,20,LOCKED
Haliç-Bridge,9,51,NORMAL
Bagdat-Caddesi,22,116,NORMAL
Tem-Kavacik,19,34,NORMAL
Sahil-Kennedy,0,86,NORMAL
Besiktas-Coast,3,80,NORMAL
Levent-Buyukdere,5,119,NORMAL
Haliç-Bridge,13,73,NORMAL
Sahil-Kennedy,7,23,LOCKED
E5-Beylikduzu,4,110,NORMAL
E5-Bridge,1,85,NORMAL
Tem-Seyrantepe,10,17,HEAVY
Bagdat-Caddesi,10,39,NORMAL
Haliç-Bridge,21,116,NORMAL
Sahil-Kennedy,8,24,HEAVY
E5-Bridge,21,91,NORMAL
Bagdat-Caddesi,22,76,NORMAL
Basin-Ekspres,15,119,NORMAL
E5-Beylikduzu,8,19,LOCKED
Besiktas-Coast,14,74,NORMAL
Besiktas-Coast,4,107,NORMAL
E5-Bridge,1,90,NORMAL
Sahil-Kennedy,3,114,NORMAL
Basin-Ekspres,16,11,HEAVY
Haliç-Bridge,16,75,NORMAL
Kadikoy-Center,18,20,HEAVY
Minibus-Yolu,23,72,NORMAL
Haliç-Bridge,8,30,LOCKED
Tem-Kavacik,21,117,NORMAL
E5-Bridge,13,82,NORMAL
E5-Beylikduzu,5,86,NORMAL
Besiktas-Coast,1,86,NORMAL
Basin-Ekspres,16,106,NORMAL
Haliç-Bridge,23,87,NORMAL
Levent-Buyukdere,19,31,NORMAL
Kadikoy-Center,11,117,NORMAL
Bagdat-Caddesi,10,9,LOCKED
Haliç-Bridge,10,20,HEAVY
Levent-Buyukdere,9,24,HEAVY
E5-Beylikduzu,9,24,HEAVY
Levent-Buyukdere,19,19,HEAVY
Besiktas-Coast,20,59,NORMAL
Basin-Ekspres,19,12,HEAVY
Bagdat-Caddesi,20,30,HEAVY
E5-Beylikduzu,21,81,NORMAL
Tem-Seyrantepe,17,17,HEAVY
Sahil-Kennedy,0,38,HEAVY
Bagdat-Caddesi,17,15,HEAVY
Bagdat-Caddesi,1,84,NORMAL
Tem-Seyrantepe,11,103,NORMAL
Kadikoy-Center,18,32,NORMAL
Tem-Seyrantepe,9,19,HEAVY
Haliç-Bridge,1,84,NORMAL
Minibus-Yolu,9,27,LOCKED
Tem-Seyrantepe,0,28,HEAVY
Tem-Seyrantepe,22,109,NORMAL
E5-Bridge,12,105,NORMAL
Besiktas-Coast,2,99,NORMAL
Kadikoy-Center,8,37,NORMAL
Levent-Buyukdere,19,18,HEAVY
Tem-Seyrantepe,15,105,NORMAL
Tem-Seyrantepe,12,89,NORMAL
E5-Beylikduzu,2,94,NORMAL
E5-Bridge,8,30,NORMAL
Levent-Buyukdere,16,86,NORMAL
Tem-Seyrantepe,15,70,NORMAL
Tem-Seyrantepe,21,87,NORMAL
Levent-Buyukdere,6,73,NORMAL
Haliç-Bridge,3,75,NORMAL
Basin-Ekspres,6,101,NORMAL
Levent-Buyukdere,14,114,NORMAL
Bagdat-Caddesi,12,106,NORMAL
Bagdat-Caddesi,14,88,NORMAL
Tem-Seyrantepe,12,118,NORMAL
Tem-Seyrantepe,5,93,NORMAL
E5-Bridge,13,31,HEAVY
Kadikoy-Center,14,111,NORMAL
E5-Beylikduzu,19,24,LOCKED
Sahil-Kennedy,15,99,NORMAL
Tem-Kavacik,8,27,HEAVY
Besiktas-Coast,15,90,NORMAL
Tem-Seyrantepe,7,56,NORMAL
E5-Beylikduzu,1,117,NORMAL
Tem-Seyrantepe,19,13,LOCKED
Tem-Seyrantepe,16,101,NORMAL
Bagdat-Caddesi,17,6,HEAVY
Minibus-Yolu,12,76,NORMAL
Bagdat-Caddesi,15,104,NORMAL
Levent-Buyukdere,3,106,NORMAL
Kadikoy-Center,15,84,NORMAL
Minibus-Yolu,10,33,NORMAL
Levent-Buyukdere,16,78,NORMAL
Tem-Seyrantepe,16,91,NORMAL
Basin-Ekspres,15,77,NORMAL
Minibus-Yolu,22,94,NORMAL
Haliç-Bridge,2,116,NORMAL
Tem-Seyrantepe,13,89,NORMAL
Besiktas-Coast,12,114,NORMAL
Sahil-Kennedy,15,94,NORMAL
Sahil-Kennedy,22,87,NORMAL
Bagdat-Caddesi,12,85,NORMAL
Minibus-Yolu,19,22,HEAVY
E5-Beylikduzu,21,75,NORMAL
Besiktas-Coast,6,83,NORMAL
Bagdat-Caddesi,22,81,NORMAL
Sahil-Kennedy,8,17,HEAVY
Basin-Ekspres,8,23,LOCKED
Minibus-Yolu,9,17,HEAVY
Minibus-Yolu,15,71,NORMAL
E5-Bridge,20,20,HEAVY
Bagdat-Caddesi,8,36,NORMAL
Minibus-Yolu,17,23,HEAVY
Sahil-Kennedy,7,11,LOCKED
Bagdat-Caddesi,13,85,NORMAL
Kadikoy-Center,15,114,NORMAL
Bagdat-Caddesi,21,76,NORMAL
Kadikoy-Center,14,85,NORMAL
Tem-Kavacik,15,37,HEAVY
Minibus-Yolu,9,25,HEAVY
Levent-Buyukdere,10,24,HEAVY
Besiktas-Coast,14,80,NORMAL
Kadikoy-Center,12,72,NORMAL
Besiktas-Coast,15,96,NORMAL
Tem-Kavacik,14,114,NORMAL
Haliç-Bridge,22,92,NORMAL
Sahil-Kennedy,5,88,NORMAL
Besiktas-Coast,0,80,NORMAL
Tem-Kavacik,10,24,LOCKED
Besiktas-Coast,3,74,NORMAL
Minibus-Yolu,1,78,NORMAL
Tem-Kavacik,3,11,HEAVY
Levent-Buyukdere,1,107,NORMAL
E5-Beylikduzu,22,79,NORMAL
Basin-Ekspres,9,25,HEAVY
Bagdat-Caddesi,19,16,LOCKED
Tem-Seyrantepe,16,74,NORMAL
E5-Bridge,13,79,NORMAL
Minibus-Yolu,9,41,NORMAL
Bagdat-Caddesi,12,72,NORMAL
E5-Bridge,23,78,NORMAL
E5-Beylikduzu,19,47,NORMAL
Sahil-Kennedy,22,73,NORMAL
Bagdat-Caddesi,3,115,NORMAL
Minibus-Yolu,7,24,HEAVY
Besiktas-Coast,19,9,HEAVY
E5-Beylikduzu,3,116,NORMAL
Kadikoy-Center,4,76,NORMAL
Levent-Buyukdere,17,24,HEAVY
E5-Beylikduzu,11,117,NORMAL
Kadikoy-Center,6,117,NORMAL
Tem-Kavacik,5,14,HEAVY
Kadikoy-Center,23,96,NORMAL
Besiktas-Coast,1,94,NORMAL
E5-Bridge,20,40,NORMAL
Haliç-Bridge,5,72,NORMAL
Sahil-Kennedy,11,85,NORMAL
Haliç-Bridge,6,111,NORMAL
Sahil-Kennedy,4,114,NORMAL
Sahil-Kennedy,19,7,LOCKED
Besiktas-Coast,6,77,NORMAL
