road_id,hour,speed,congestion_status
Tem-Kavacik,20,38,NORMAL
Kadikoy-Center,10,48,NORMAL
Tem-Kavacik,21,98,NORMAL
Besiktas-Coast,7,30,NORMAL
Haliç-Bridge,23,13,HEAVY
Sahil-Kennedy,16,70,NORMAL
Bagdat-Caddesi,9,33,NORMAL
Basin-Ekspres,15,84,NORMAL
Tem-Kavacik,14,87,NORMAL
Tem-Seyrantepe,5,79,NORMAL
Kadikoy-Center,3,70,NORMAL
Bagdat-Caddesi,20,5,HEAVY
Sahil-Kennedy,19,23,LOCKED
Kadikoy-Center,13,87,NORMAL
Haliç-Bridge,20,7,HEAVY
Minibus-Yolu,10,10,HEAVY
Tem-Kavacik,9,37,NORMAL
Basin-Ekspres,0,103,NORMAL
Besiktas-Coast,9,35,NORMAL
Haliç-Bridge,15,70,NORMAL
Kadikoy-Center,4,20,HEAVY
Besiktas-Coast,14,80,NORMAL
Tem-Kavacik,12,70,NORMAL
E5-Bridge,20,21,HEAVY
Basin-Ekspres,21,98,NORMAL
Minibus-Yolu,7,25,HEAVY
Haliç-Bridge,15,112,NORMAL
Basin-Ekspres,0,104,NORMAL
Haliç-Bridge,12,82,NORMAL
Kadikoy-Center,3,77,NORMAL
Besiktas-Coast,21,116,NORMAL
Kadikoy-Center,22,71,NORMAL
Tem-Kavacik,18,20,LOCKED
Besiktas-Coast,1,86,NORMAL
Kadikoy-Center,4,21,HEAVY
Minibus-Yolu,7,20,HEAVY
Tem-Seyrantepe,17,18,LOCKED
Besiktas-Coast,11,84,NORMAL
Basin-Ekspres,18,20,LOCKED
Sahil-Kennedy,23,90,NORMAL
Tem-Seyrantepe,17,11,LOCKED
Minibus-Yolu,6,80,NORMAL
Besiktas-Coast,22,94,NORMAL
Tem-Seyrantepe,8,11,HEAVY
Minibus-Yolu,6,111,NORMAL
Besiktas-Coast,10,9,HEAVY
Basin-Ekspres,11,77,NORMAL
Sahil-Kennedy,5,120,NORMAL
Tem-Seyrantepe,14,113,NORMAL
E5-Beylikduzu,5,91,NORMAL
Basin-Ekspres,4,111,NORMAL
Bagdat-Caddesi,11,100,NORMAL
Basin-Ekspres,20,13,HEAVY
Kadikoy-Center,13,76,NORMAL
Minibus-Yolu,19,20,HEAVY
E5-Beylikduzu,2,113,NORMAL
Tem-Kavacik,4,96,NORMAL
Besiktas-Coast,0,100,NORMAL
Haliç-Bridge,17,26,HEAVY
E5-Beylikduzu,19,46,NORMAL
Levent-Buyukdere,4,87,NORMAL
Tem-Kavacik,22,100,NORMAL
Levent-Buyukdere,15,102,NORMAL
Besiktas-Coast,18,58,NORMAL
Levent-Buyukdere,23,96,NORMAL
Bagdat-Caddesi,14,96,NORMAL
E5-Bridge,12,94,NORMAL
Kadikoy-Center,0,118,NORMAL
Basin-Ekspres,1,102,NORMAL
Minibus-Yolu,19,7,HEAVY
E5-Beylikduzu,19,15,LOCKED
Haliç-Bridge,3,95,NORMAL
Bagdat-Caddesi,4,107,NORMAL
Kadikoy-Center,17,23,HEAVY
Haliç-Bridge,20,58,NORMAL
E5-Beylikduzu,18,22,LOCKED
Tem-Kavacik,9,26,HEAVY
Levent-Buyukdere,15,17,HEAVY
Kadikoy-Center,19,43,NORMAL
Minibus-Yolu,17,30,HEAVY
Levent-Buyukdere,4,105,NORMAL
Levent-Buyukdere,17,6,HEAVY
Sahil-Kennedy,21,108,NORMAL
Sahil-Kennedy,23,112,NORMAL
Sahil-Kennedy,16,112,NORMAL
Sahil-Kennedy,16,94,NORMAL
E5-Bridge,5,95,NORMAL
Minibus-Yolu,5,113,NORMAL
Levent-Buyukdere,4,118,NORMAL
Levent-Buyukdere,14,89,NORMAL
Bagdat-Caddesi,21,72,NORMAL
Levent-Buyukdere,19,8,LOCKED
Basin-Ekspres,2,19,HEAVY
Bagdat-Caddesi,3,85,NORMAL
Tem-Seyrantepe,11,76,NORMAL
Kadikoy-Center,8,26,HEAVY
Levent-Buyukdere,1,111,NORMAL
Tem-Kavacik,23,71,NORMAL
E5-Bridge,5,101,NORMAL
Tem-Seyrantepe,8,7,LOCKED
Levent-Buyukdere,1,112,NORMAL
Kadikoy-Center,22,78,NORMAL
Levent-Buyukdere,12,116,NORMAL
Tem-Kavacik,18,57,NORMAL
Haliç-Bridge,20,17,LOCKED
Tem-Seyrantepe,19,27,HEAVY
E5-Bridge,9,41,NORMAL
Bagdat-Caddesi,19,19,LOCKED
Tem-Kavacik,0,82,NORMAL
Levent-Buyukdere,17,11,HEAVY
Levent-Buyukdere,16,99,NORMAL
Tem-Kavacik,4,15,HEAVY
Sahil-Kennedy,12,95,NORMAL
Tem-Seyrantepe,9,8,LOCKED
Levent-Buyukdere,20,9,LOCKED
Tem-Kavacik,0,92,NORMAL
E5-Bridge,12,106,NORMAL
Basin-Ekspres,17,25,LOCKED
Besiktas-Coast,12,38,HEAVY
E5-Bridge,1,100,NORMAL
Minibus-Yolu,19,31,NORMAL
Levent-Buyukdere,7,22,HEAVY
Kadikoy-Center,15,76,NORMAL
Bagdat-Caddesi,20,7,LOCKED
E5-Beylikduzu,11,111,NORMAL
Basin-Ekspres,20,9,HEAVY
Tem-Seyrantepe,4,94,NORMAL
Kadikoy-Center,16,93,NORMAL
Sahil-Kennedy,2,119,NORMAL
Tem-Seyrantepe,3,102,NORMAL
Tem-Kavacik,22,36,HEAVY
Levent-Buyukdere,10,60,NORMAL
Levent-Buyukdere,15,116,NORMAL
Minibus-Yolu,20,12,HEAVY
Basin-Ekspres,23,90,NORMAL
Besiktas-Coast,2,71,NORMAL
Kadikoy-Center,2,35,HEAVY
Tem-Seyrantepe,1,88,NORMAL
Sahil-Kennedy,3,104,NORMAL
E5-Beylikduzu,13,111,NORMAL
Basin-Ekspres,12,92,NORMAL
Bagdat-Caddesi,10,57,NORMAL
Kadikoy-Center,5,82,NORMAL
Sahil-Kennedy,12,22,HEAVY
Tem-Kavacik,6,82,NORMAL
E5-Beylikduzu,18,52,NORMAL
Bagdat-Caddesi,17,29,HEAVY
Besiktas-Coast,23,91,NORMAL
E5-Beylikduzu,17,24,HEAVY
Tem-Seyrantepe,21,77,NORMAL
Kadikoy-Center,16,89,NORMAL
Haliç-Bridge,12,78,NORMAL
Haliç-Bridge,5,20,HEAVY
Bagdat-Caddesi,10,9,HEAVY
Sahil-Kennedy,0,72,NORMAL
Haliç-Bridge,17,57,NORMAL
Minibus-Yolu,3,90,NORMAL
Kadikoy-Center,13,119,NORMAL
E5-Bridge,20,25,LOCKED
Bagdat-Caddesi,17,33,NORMAL
Tem-Kavacik,18,21,LOCKED
Tem-Seyrantepe,23,13,HEAVY
Minibus-Yolu,16,108,NORMAL
E5-Beylikduzu,1,117,NORMAL
Sahil-Kennedy,17,48,NORMAL
E5-Beylikduzu,15,86,NORMAL
Haliç-Bridge,23,97,NORMAL
Haliç-Bridge,3,75,NORMAL
Tem-Kavacik,22,75,NORMAL
Basin-Ekspres,21,101,NORMAL
Besiktas-Coast,23,99,NORMAL
Minibus-Yolu,23,79,NORMAL
Sahil-Kennedy,4,78,NORMAL
E5-Bridge,2,97,NORMAL
Tem-Kavacik,14,87,NORMAL
Haliç-Bridge,1,77,NORMAL
Bagdat-Caddesi,21,112,NORMAL
Haliç-Bridge,5,35,HEAVY
Sahil-Kennedy,2,82,NORMAL
Basin-Ekspres,15,106,NORMAL
Levent-Buyukdere,12,97,NORMAL
Kadikoy-Center,20,44,NORMAL
Minibus-Yolu,22,95,NORMAL
Tem-Kavacik,21,86,NORMAL
Kadikoy-Center,12,74,NORMAL
Haliç-Bridge,11,99,NORMAL
E5-Beylikduzu,16,110,NORMAL
Tem-Seyrantepe,10,27,LOCKED
Bagdat-Caddesi,3,75,NORMAL
Haliç-Bridge,1,75,NORMAL
Sahil-Kennedy,6,106,NORMAL
Haliç-Bridge,21,29,HEAVY
Sahil-Kennedy,19,24,LOCKED
Tem-Seyrantepe,3,84,NORMAL
Haliç-Bridge,6,112,NORMAL
Basin-Ekspres,0,85,NORMAL
E5-Beylikduzu,20,16,HEAVY
Minibus-Yolu,19,10,LOCKED
Levent-Buyukdere,11,74,NORMAL
Sahil-Kennedy,7,12,LOCKED
Bagdat-Caddesi,18,47,NORMAL
Sahil-Kennedy,10,24,HEAVY
E5-Beylikduzu,14,83,NORMAL
E5-Bridge,8,23,LOCKED
E5-Beylikduzu,22,109,NORMAL
Haliç-Bridge,7,12,HEAVY
Basin-Ekspres,17,35,NORMAL
Kadikoy-Center,17,24,LOCKED
Bagdat-Caddesi,12,81,NORMAL
Minibus-Yolu,12,98,NORMAL
Bagdat-Caddesi,0,98,NORMAL
Kadikoy-Center,6,101,NORMAL
Tem-Seyrantepe,2,116,NORMAL
Besiktas-Coast,15,115,NORMAL
Haliç-Bridge,11,80,NORMAL
Tem-Kavacik,5,86,NORMAL
Minibus-Yolu,14,84,NORMAL
Tem-Seyrantepe,1,19,HEAVY
Tem-Kavacik,18,28,HEAVY
Basin-Ekspres,6,75,NORMAL
Tem-Kavacik,15,117,NORMAL
Sahil-Kennedy,13,98,NORMAL
E5-Beylikduzu,18,48,NORMAL
Besiktas-Coast,22,71,NORMAL
Tem-Kavacik,15,92,NORMAL
Sahil-Kennedy,17,42,NORMAL
E5-Beylikduzu,0,76,NORMAL
Minibus-Yolu,5,103,NORMAL
E5-Bridge,23,90,NORMAL
Bagdat-Caddesi,12,89,NORMAL
Besiktas-Coast,9,17,LOCKED
Kadikoy-Center,1,112,NORMAL
E5-Beylikduzu,6,11,HEAVY
Kadikoy-Center,21,75,NORMAL
Sahil-Kennedy,22,104,NORMAL
Basin-Ekspres,16,93,NORMAL
Levent-Buyukdere,20,52,NORMAL
Besiktas-Coast,14,111,NORMAL
E5-Bridge,17,9,LOCKED
Basin-Ekspres,16,102,NORMAL
E5-Bridge,8,11,HEAVY
E5-Beylikduzu,22,107,NORMAL
Tem-Seyrantepe,14,73,NORMAL
Tem-Kavacik,14,119,NORMAL
Basin-Ekspres,2,96,NORMAL
Bagdat-Caddesi,8,51,NORMAL
E5-Bridge,3,116,NORMAL
Besiktas-Coast,17,24,HEAVY
Levent-Buyukdere,1,113,NORMAL
Bagdat-Caddesi,0,70,NORMAL
Basin-Ekspres,15,104,NORMAL
Bagdat-Caddesi,19,31,NORMAL
Minibus-Yolu,3,81,NORMAL
Tem-Kavacik,3,117,NORMAL
Basin-Ekspres,5,10,HEAVY
Besiktas-Coast,18,28,LOCKED
Sahil-Kennedy,11,118,NORMAL
Tem-Seyrantepe,2,115,NORMAL
Besiktas-Coast,14,85,NORMAL
Haliç-Bridge,16,113,NORMAL
Kadikoy-Center,11,94,NORMAL
E5-Bridge,6,96,NORMAL
Tem-Kavacik,5,94,NORMAL
Bagdat-Caddesi,6,72,NORMAL
E5-Beylikduzu,23,93,NORMAL
Haliç-Bridge,20,20,LOCKED
Tem-Kavacik,19,35,NORMAL
Sahil-Kennedy,0,88,NORMAL
Basin-Ekspres,12,78,NORMAL
Bagdat-Caddesi,21,110,NORMAL
Tem-Kavacik,0,112,NORMAL
Minibus-Yolu,6,95,NORMAL
Besiktas-Coast,1,89,NORMAL
Besiktas-Coast,20,21,HEAVY
Kadikoy-Center,11,106,NORMAL
Bagdat-Caddesi,14,88,NORMAL
Kadikoy-Center,8,7,HEAVY
Sahil-Kennedy,5,24,HEAVY
Sahil-Kennedy,8,21,HEAVY
Bagdat-Caddesi,22,100,NORMAL
Basin-Ekspres,4,88,NORMAL
Tem-Kavacik,11,80,NORMAL
Minibus-Yolu,21,13,HEAVY
Basin-Ekspres,20,16,LOCKED
E5-Bridge,8,16,LOCKED
Besiktas-Coast,20,30,HEAVY
E5-Bridge,4,105,NORMAL
Tem-Seyrantepe,2,73,NORMAL
Bagdat-Caddesi,17,57,NORMAL
Besiktas-Coast,19,55,NORMAL
E5-Bridge,13,105,NORMAL
Tem-Kavacik,4,120,NORMAL
Tem-Kavacik,2,98,NORMAL
E5-Bridge,15,83,NORMAL
Levent-Buyukdere,1,110,NORMAL
Tem-Seyrantepe,16,33,HEAVY
Basin-Ekspres,9,22,LOCKED
Basin-Ekspres,2,92,NORMAL
Tem-Kavacik,3,104,NORMAL
Levent-Buyukdere,17,26,HEAVY
Kadikoy-Center,18,28,LOCKED
Bagdat-Caddesi,6,106,NORMAL
Basin-Ekspres,15,104,NORMAL
Tem-Kavacik,21,84,NORMAL
Kadikoy-Center,0,19,HEAVY
E5-Beylikduzu,11,92,NORMAL
Levent-Buyukdere,17,5,HEAVY
Tem-Seyrantepe,1,94,NORMAL
Minibus-Yolu,23,91,NORMAL
Levent-Buyukdere,17,21,LOCKED
Haliç-Bridge,13,86,NORMAL
Basin-Ekspres,6,106,NORMAL
Bagdat-Caddesi,23,98,NORMAL
Basin-Ekspres,23,73,NORMAL
Minibus-Yolu,3,18,HEAVY
Tem-Kavacik,5,86,NORMAL
Besiktas-Coast,19,30,HEAVY
Tem-Seyrantepe,3,105,NORMAL
Minibus-Yolu,20,46,NORMAL
E5-Bridge,23,20,HEAVY
Haliç-Bridge,20,14,HEAVY
Sahil-Kennedy,11,113,NORMAL
Kadikoy-Center,3,72,NORMAL
E5-Bridge,19,7,LOCKED
E5-Beylikduzu,16,101,NORMAL
E5-Bridge,22,101,NORMAL
Basin-Ekspres,2,11,HEAVY
Levent-Buyukdere,11,98,NORMAL
E5-Bridge,23,92,NORMAL
Bagdat-Caddesi,10,17,HEAVY
Bagdat-Caddesi,23,105,NORMAL
Tem-Kavacik,19,53,NORMAL
Kadikoy-Center,20,58,NORMAL
Minibus-Yolu,20,25,LOCKED
E5-Beylikduzu,16,81,NORMAL
Tem-Kavacik,18,21,HEAVY
Haliç-Bridge,9,26,HEAVY
E5-Beylikduzu,3,96,NORMAL
Basin-Ekspres,11,90,NORMAL
Besiktas-Coast,0,93,NORMAL
Minibus-Yolu,7,25,HEAVY
Tem-Seyrantepe,23,108,NORMAL
Minibus-Yolu,0,80,NORMAL
Tem-Seyrantepe,18,19,LOCKED
E5-Beylikduzu,17,28,HEAVY
Tem-Kavacik,16,87,NORMAL
Levent-Buyukdere,11,73,NORMAL
Sahil-Kennedy,9,24,LOCKED
Minibus-Yolu,21,100,NORMAL
Minibus-Yolu,17,53,NORMAL
E5-Bridge,12,101,NORMAL
E5-Bridge,7,26,HEAVY
Tem-Kavacik,6,118,NORMAL
Sahil-Kennedy,13,115,NORMAL
Levent-Buyukdere,20,57,NORMAL
Haliç-Bridge,3,83,NORMAL
E5-Beylikduzu,12,40,HEAVY
E5-Beylikduzu,0,21,HEAVY
Tem-Seyrantepe,13,116,NORMAL
Minibus-Yolu,18,32,NORMAL
Tem-Seyrantepe,2,91,NORMAL
Haliç-Bridge,12,104,NORMAL
Haliç-Bridge,21,71,NORMAL
E5-Beylikduzu,16,85,NORMAL
Minibus-Yolu,1,116,NORMAL
Tem-Seyrantepe,11,116,NORMAL
Levent-Buyukdere,23,111,NORMAL
Basin-Ekspres,16,75,NORMAL
Haliç-Bridge,23,102,NORMAL
Haliç-Bridge,8,46,NORMAL
Bagdat-Caddesi,17,55,NORMAL
Kadikoy-Center,23,97,NORMAL
Sahil-Kennedy,6,77,NORMAL
Besiktas-Coast,6,117,NORMAL
Besiktas-Coast,4,95,NORMAL
Levent-Buyukdere,13,98,NORMAL
Haliç-Bridge,11,100,NORMAL
Basin-Ekspres,0,119,NORMAL
E5-Beylikduzu,16,99,NORMAL
Besiktas-Coast,8,25,HEAVY
E5-Bridge,21,115,NORMAL
Basin-Ekspres,11,114,NORMAL
Besiktas-Coast,14,112,NORMAL
Haliç-Bridge,19,53,NORMAL
Haliç-Bridge,22,108,NORMAL
Levent-Buyukdere,11,118,NORMAL
Basin-Ekspres,21,104,NORMAL
E5-Bridge,16,73,NORMAL
Levent-Buyukdere,14,86,NORMAL
Tem-Seyrantepe,0,116,NORMAL
Basin-Ekspres,19,19,LOCKED
Tem-Seyrantepe,19,32,NORMAL
Tem-Seyrantepe,2,75,NORMAL
E5-Bridge,14,86,NORMAL
E5-Beylikduzu,2,77,NORMAL
Haliç-Bridge,22,101,NORMAL
Bagdat-Caddesi,17,51,NORMAL
Bagdat-Caddesi,3,98,NORMAL
Haliç-Bridge,11,25,HEAVY
Besiktas-Coast,4,87,NORMAL
E5-Beylikduzu,2,21,HEAVY
Minibus-Yolu,2,107,NORMAL
Levent-Buyukdere,18,17,HEAVY
Besiktas-Coast,16,83,NORMAL
Haliç-Bridge,22,115,NORMAL
Besiktas-Coast,16,83,NORMAL
E5-Beylikduzu,0,81,NORMAL
Sahil-Kennedy,12,115,NORMAL
Tem-Seyrantepe,23,71,NORMAL
Minibus-Yolu,2,113,NORMAL
Sahil-Kennedy,9,39,NORMAL
Haliç-Bridge,7,12,HEAVY
E5-Beylikduzu,19,55,NORMAL
Minibus-Yolu,22,99,NORMAL
Besiktas-Coast,3,76,NORMAL
Bagdat-Caddesi,19,5,LOCKED
Sahil-Kennedy,16,87,NORMAL
Levent-Buyukdere,18,24,HEAVY
Tem-Seyrantepe,1,78,NORMAL
Levent-Buyukdere,7,19,LOCKED
Haliç-Bridge,23,72,NORMAL
E5-Beylikduzu,11,90,NORMAL
E5-Beylikduzu,4,108,NORMAL
Basin-Ekspres,20,14,LOCKED
Besiktas-Coast,2,33,HEAVY
E5-Beylikduzu,22,84,NORMAL
Sahil-Kennedy,22,97,NORMAL
Bagdat-Caddesi,22,83,NORMAL
Tem-Seyrantepe,0,88,NORMAL
Minibus-Yolu,23,77,NORMAL
Sahil-Kennedy,8,27,LOCKED
Kadikoy-Center,1,26,HEAVY
Bagdat-Caddesi,12,106,NORMAL
Haliç-Bridge,23,107,NORMAL
Basin-Ekspres,19,8,HEAVY
Tem-Seyrantepe,12,70,NORMAL
Kadikoy-Center,0,82,NORMAL
Besiktas-Coast,1,82,NORMAL
Besiktas-Coast,18,25,LOCKED
Bagdat-Caddesi,23,73,NORMAL
Tem-Kavacik,1,83,NORMAL
E5-Beylikduzu,10,18,LOCKED
Sahil-Kennedy,13,80,NORMAL
Levent-Buyukdere,17,22,HEAVY
E5-Bridge,17,15,HEAVY
Minibus-Yolu,10,6,LOCKED
Levent-Buyukdere,3,81,NORMAL
Besiktas-Coast,8,14,HEAVY
Basin-Ekspres,19,12,LOCKED
Tem-Seyrantepe,7,11,HEAVY
Kadikoy-Center,19,13,LOCKED
Basin-Ekspres,1,85,NORMAL
Tem-Kavacik,12,71,NORMAL
E5-Beylikduzu,14,110,NORMAL
Besiktas-Coast,16,84,NORMAL
Levent-Buyukdere,9,14,LOCKED
Haliç-Bridge,20,17,LOCKED
Kadikoy-Center,12,120,NORMAL
Bagdat-Caddesi,11,94,NORMAL
Besiktas-Coast,22,93,NORMAL
Minibus-Yolu,10,57,NORMAL
Kadikoy-Center,1,109,NORMAL
Bagdat-Caddesi,13,71,NORMAL
E5-Bridge,0,71,NORMAL
Tem-Kavacik,10,54,NORMAL
E5-Bridge,1,75,NORMAL
Minibus-Yolu,8,8,HEAVY
Besiktas-Coast,10,59,NORMAL
Kadikoy-Center,21,109,NORMAL
Haliç-Bridge,1,109,NORMAL
Tem-Kavacik,17,39,NORMAL
Minibus-Yolu,5,20,HEAVY
Sahil-Kennedy,8,33,NORMAL
E5-Bridge,8,34,NORMAL
Tem-Kavacik,5,118,NORMAL
Tem-Seyrantepe,12,88,NORMAL
Basin-Ekspres,3,115,NORMAL
Bagdat-Caddesi,12,87,NORMAL
Basin-Ekspres,14,19,HEAVY
E5-Bridge,13,98,NORMAL
E5-Bridge,8,5,LOCKED
Minibus-Yolu,4,118,NORMAL
Kadikoy-Center,8,59,NORMAL
Haliç-Bridge,21,70,NORMAL
E5-Bridge,14,30,HEAVY
Minibus-Yolu,20,54,NORMAL
Tem-Seyrantepe,18,5,HEAVY
Levent-Buyukdere,21,88,NORMAL
Bagdat-Caddesi,10,9,HEAVY
Minibus-Yolu,6,70,NORMAL
E5-Bridge,8,5,LOCKED
Sahil-Kennedy,23,98,NORMAL
Minibus-Yolu,12,99,NORMAL
Sahil-Kennedy,3,77,NORMAL
Tem-Kavacik,20,15,LOCKED
Levent-Buyukdere,4,118,NORMAL
Besiktas-Coast,0,82,NORMAL
Basin-Ekspres,8,13,HEAVY
Basin-Ekspres,18,54,NORMAL
Besiktas-Coast,19,7,LOCKED
E5-Bridge,19,27,LOCKED
Tem-Seyrantepe,13,113,NORMAL
Sahil-Kennedy,2,118,NORMAL
Tem-Seyrantepe,7,25,LOCKED
E5-Beylikduzu,11,90,NORMAL
E5-Bridge,22,82,NORMAL
Levent-Buyukdere,22,10,HEAVY
Basin-Ekspres,12,98,NORMAL
Sahil-Kennedy,22,88,NORMAL
Besiktas-Coast,18,23,LOCKED
Levent-Buyukdere,12,95,NORMAL
Levent-Buyukdere,21,90,NORMAL
Haliç-Bridge,5,80,NORMAL
Sahil-Kennedy,4,72,NORMAL
Tem-Seyrantepe,15,37,HEAVY
Basin-Ekspres,12,119,NORMAL
Haliç-Bridge,23,92,NORMAL
Levent-Buyukdere,9,51,NORMAL
Sahil-Kennedy,3,77,NORMAL
Tem-Seyrantepe,18,27,LOCKED
Tem-Seyrantepe,17,18,HEAVY
Kadikoy-Center,22,119,NORMAL
Tem-Seyrantepe,16,90,NORMAL
Tem-Seyrantepe,0,119,NORMAL
E5-Beylikduzu,6,80,NORMAL
Minibus-Yolu,16,101,NORMAL
Basin-Ekspres,23,104,NORMAL
Haliç-Bridge,13,92,NORMAL
Minibus-Yolu,2,78,NORMAL
E5-Bridge,0,100,NORMAL
Haliç-Bridge,12,89,NORMAL
Kadikoy-Center,10,33,NORMAL
Besiktas-Coast,18,25,HEAVY
Bagdat-Caddesi,7,36,NORMAL
Basin-Ekspres,20,18,LOCKED
E5-Bridge,13,14,HEAVY
Besiktas-Coast,12,89,NORMAL
Levent-Buyukdere,5,86,NORMAL
Kadikoy-Center,4,118,NORMAL
Levent-Buyukdere,0,109,NORMAL
Tem-Seyrantepe,22,72,NORMAL
Minibus-Yolu,5,102,NORMAL
Minibus-Yolu,15,115,NORMAL
Sahil-Kennedy,7,14,LOCKED
Kadikoy-Center,12,88,NORMAL
Tem-Kavacik,12,82,NORMAL
E5-Bridge,8,13,LOCKED
E5-Beylikduzu,15,110,NORMAL
Minibus-Yolu,20,18,HEAVY
E5-Beylikduzu,11,74,NORMAL
Tem-Kavacik,9,22,HEAVY
Sahil-Kennedy,12,94,NORMAL
E5-Beylikduzu,10,56,NORMAL
Minibus-Yolu,5,70,NORMAL
Kadikoy-Center,18,57,NORMAL
Minibus-Yolu,9,40,NORMAL
E5-Beylikduzu,12,101,NORMAL
Minibus-Yolu,20,45,NORMAL
Tem-Kavacik,23,93,NORMAL
Tem-Kavacik,12,74,NORMAL
Sahil-Kennedy,3,88,NORMAL
Kadikoy-Center,3,14,HEAVY
Bagdat-Caddesi,20,21,HEAVY
Besiktas-Coast,8,13,LOCKED
Levent-Buyukdere,3,104,NORMAL
Haliç-Bridge,7,22,HEAVY
Tem-Kavacik,20,11,LOCKED
Besiktas-Coast,8,9,HEAVY
Besiktas-Coast,9,60,NORMAL
Bagdat-Caddesi,16,77,NORMAL
Levent-Buyukdere,23,82,NORMAL
Bagdat-Caddesi,8,29,LOCKED
Kadikoy-Center,9,29,LOCKED
Bagdat-Caddesi,22,97,NORMAL
Levent-Buyukdere,17,21,HEAVY
Levent-Buyukdere,16,86,NORMAL
Bagdat-Caddesi,16,117,NORMAL
Kadikoy-Center,21,38,HEAVY
E5-Beylikduzu,12,76,NORMAL
Minibus-Yolu,11,93,NORMAL
Minibus-Yolu,15,110,NORMAL
Kadikoy-Center,6,102,NORMAL
Kadikoy-Center,7,26,HEAVY
Haliç-Bridge,1,38,HEAVY
Haliç-Bridge,13,102,NORMAL
Tem-Seyrantepe,4,82,NORMAL
Levent-Buyukdere,10,6,HEAVY
Levent-Buyukdere,10,38,NORMAL
Kadikoy-Center,5,99,NORMAL
Tem-Seyrantepe,12,83,NORMAL
Bagdat-Caddesi,0,105,NORMAL
E5-Bridge,9,46,NORMAL
Bagdat-Caddesi,2,114,NORMAL
Haliç-Bridge,1,114,NORMAL
Levent-Buyukdere,5,81,NORMAL
Levent-Buyukdere,10,19,LOCKED
E5-Beylikduzu,15,100,NORMAL
Sahil-Kennedy,4,102,NORMAL
Besiktas-Coast,18,17,LOCKED
Minibus-Yolu,7,15,HEAVY
Haliç-Bridge,14,115,NORMAL
Kadikoy-Center,15,109,NORMAL
Levent-Buyukdere,9,20,LOCKED
E5-Bridge,14,102,NORMAL
Basin-Ekspres,10,27,HEAVY
Minibus-Yolu,20,59,NORMAL
Kadikoy-Center,20,43,NORMAL
Levent-Buyukdere,8,17,HEAVY
Tem-Kavacik,3,11,HEAVY
Tem-Seyrantepe,21,101,NORMAL
Haliç-Bridge,7,15,LOCKED
Levent-Buyukdere,0,118,NORMAL
Sahil-Kennedy,5,85,NORMAL
Bagdat-Caddesi,22,105,NORMAL
Sahil-Kennedy,17,54,NORMAL
Kadikoy-Center,22,74,NORMAL
Minibus-Yolu,17,19,HEAVY
Tem-Kavacik,21,108,NORMAL
Minibus-Yolu,5,107,NORMAL
E5-Beylikduzu,22,115,NORMAL
Tem-Seyrantepe,12,104,NORMAL
E5-Bridge,15,113,NORMAL
Minibus-Yolu,4,20,HEAVY
Basin-Ekspres,9,21,LOCKED
Bagdat-Caddesi,1,112,NORMAL
Haliç-Bridge,20,26,HEAVY
E5-Beylikduzu,9,21,LOCKED
Besiktas-Coast,8,53,NORMAL
Levent-Buyukdere,16,101,NORMAL
Basin-Ekspres,10,46,NORMAL
E5-Bridge,1,107,NORMAL
Levent-Buyukdere,15,111,NORMAL
Kadikoy-Center,10,51,NORMAL
Haliç-Bridge,23,112,NORMAL
Levent-Buyukdere,12,71,NORMAL
Tem-Kavacik,20,19,LOCKED
Basin-Ekspres,20,30,HEAVY
Haliç-Bridge,10,19,LOCKED
Kadikoy-Center,1,74,NORMAL
Haliç-Bridge,12,86,NORMAL
Tem-Kavacik,14,111,NORMAL
Haliç-Bridge,6,113,NORMAL
Kadikoy-Center,22,106,NORMAL
Kadikoy-Center,5,87,NORMAL
Sahil-Kennedy,22,104,NORMAL
Bagdat-Caddesi,11,104,NORMAL
Bagdat-Caddesi,6,118,NORMAL
Minibus-Yolu,11,36,HEAVY
Basin-Ekspres,7,19,HEAVY
Tem-Seyrantepe,19,48,NORMAL
Haliç-Bridge,9,23,HEAVY
Kadikoy-Center,21,88,NORMAL
Levent-Buyukdere,20,10,LOCKED
Kadikoy-Center,11,37,HEAVY
Tem-Kavacik,15,105,NORMAL
Kadikoy-Center,3,71,NORMAL
Haliç-Bridge,5,115,NORMAL
Minibus-Yolu,4,95,NORMAL
Haliç-Bridge,3,10,HEAVY
Sahil-Kennedy,15,35,HEAVY
Levent-Buyukdere,14,117,NORMAL
E5-Beylikduzu,14,96,NORMAL
Bagdat-Caddesi,5,118,NORMAL
Bagdat-Caddesi,9,25,LOCKED
Tem-Seyrantepe,1,96,NORMAL
Kadikoy-Center,7,13,HEAVY
E5-Bridge,23,97,NORMAL
Haliç-Bridge,21,116,NORMAL
Bagdat-Caddesi,10,29,HEAVY
Besiktas-Coast,20,18,HEAVY
Levent-Buyukdere,18,59,NORMAL
Sahil-Kennedy,0,101,NORMAL
Tem-Seyrantepe,21,103,NORMAL
Besiktas-Coast,23,100,NORMAL
Haliç-Bridge,2,70,NORMAL
Levent-Buyukdere,2,101,NORMAL
Haliç-Bridge,5,80,NORMAL
Tem-Kavacik,8,11,HEAVY
Minibus-Yolu,15,114,NORMAL
E5-Beylikduzu,23,91,NORMAL
Tem-Kavacik,3,99,NORMAL
Kadikoy-Center,2,93,NORMAL
Levent-Buyukdere,17,37,NORMAL
Tem-Seyrantepe,22,19,HEAVY
